PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
WINOEIA05,,,2759,Commercial Printing
WIP000014,,,2671,"Paper Coated & Laminated, Packaging"
WIP000033,,,3465,Automotive Stampings
WIP000036,,,3479,Metal Coating And Allied Services
WIP000037,,,2022,"Cheese, Natural And Processed"
WIP000039,,,3471,Plating And Polishing
WIP000040,,,2842,Polishes And Sanitation Goods
WIP000041,,,2023,"Dry, Condensed, Evaporated Products"
WIR05IA00,,,2421,"Sawmills And Planing Mills, General"
WIR05IA01,,,1422,Crushed And Broken Limestone
WIR05IA02,,,3272,Concrete Products
WIR05IA03,,,4522,"Air Transportation, Nonscheduled"
WIR05IA04,,,3444,Sheet Metal Work
WIR05IA05,,,4311,U.S. Postal Service
WIR05IA06,,,3441,Fabricated Structural Metal
WIR05IA07,,,3554,Paper Industries Machinery
WIR05IA08,,,4225,General Warehousing And Storage
WIR05IA09,,,4215,"Courier Services, Except By Air"
WIR05IA0A,,,3441,Fabricated Structural Metal
WIR05IA0B,,,1422,Crushed And Broken Limestone
WIR05IA0C,,,1422,Crushed And Broken Limestone
WIR05IA0D,,,4512,"Air Transportation, Scheduled"
WIR05IA0E,,,2099,Food Preparations
WIR05IA0F,,,3273,Ready-Mixed Concrete
WIR05IA0G,,,4512,"Air Transportation, Scheduled"
WIR05IA0H,,,4512,"Air Transportation, Scheduled"
WIS049018,,,4952,Sewerage Systems
WIS049751,,,1522,Residential Construction
WIU000001,,,4581,"Airports, Flying Fields, & Services"
WIU000008,,,1522,Residential Construction
WIU000012,,,4952,Sewerage Systems
WIU000016,,,2022,"Cheese, Natural And Processed"
WIU000022,,,4952,Sewerage Systems
WIU000024,,,1611,Highway And Street Construction
WIU000025,,,4952,Sewerage Systems
WIU000026,,,4952,Sewerage Systems
WIU000027,,,5032,"Brick, Stone, & Related Materials"
WIU000030,,,1422,Crushed And Broken Limestone
